1,8,0.000000
2,8,0.000000
4,8,10.000000
8,8,60.000000
16,8,200.000000
1,16,0.000000
2,16,40.000000
4,16,100.000000
8,16,350.000000
16,16,1310.000000
1,32,120.000000
2,32,430.000000
4,32,970.000000
8,32,3240.000000
16,32,10270.000000
1,64,1350.000000
2,64,4360.000000
4,64,8790.000000
8,64,24570.000000
16,64,78560.000000
1,128,14540.000000
2,128,48450.000000
4,128,82660.000000
8,128,204640.000000
16,128,680830.000000
