CR, 32, 8191, 0.044573
RD, 32, 16384, 0.395948
CR, 32, 16383, 0.045046
RD, 32, 32768, 0.430621
CR, 32, 32767, 0.044714
RD, 32, 65536, 0.344421
CR, 32, 65535, 0.034315
RD, 32, 131072, 0.405293
CR, 32, 131071, 0.046951
RD, 32, 262144, 0.480085
CR, 32, 262143, 0.049959
RD, 32, 524288, 0.450905
CR, 32, 524287, 0.054739
RD, 32, 1048576, 0.525507
CR, 32, 1048575, 0.064610
RD, 64, 256, 0.324791
CR, 64, 255, 0.059547
RD, 64, 512, 0.346364
CR, 64, 511, 0.056870
RD, 64, 1024, 0.405158
CR, 64, 1023, 0.056738
RD, 64, 2048, 0.368051
CR, 64, 2047, 0.060236
RD, 64, 4096, 0.358365
CR, 64, 4095, 0.058899
RD, 64, 8192, 0.454253
CR, 64, 8191, 0.059000
RD, 64, 16384, 0.456048
CR, 64, 16383, 0.059478
RD, 64, 32768, 0.460667
CR, 64, 32767, 0.060090
RD, 64, 65536, 0.354146
CR, 64, 65535, 0.059898
RD, 64, 131072, 0.468388
CR, 64, 131071, 0.060681
RD, 64, 262144, 0.567373
CR, 64, 262143, 0.062160
RD, 64, 524288, 0.518049
CR, 64, 524287, 0.065716
RD, 64, 1048576, 0.573679
CR, 64, 1048575, 0.070306
